Year,Day,Month,Weekday,Time slot,Number of trips,Average number of journeys,Total duration of journeys (mn),DurÃ©e moyenne d'un trajet
2015,9,September,Friday,18H - 19H,512,2.392523364,6097,11.90820313
2015,9,September,Friday,19H - 20H,356,1.663551402,4709,13.22752809
2015,9,September,Friday,20H - 21H,296,1.38317757,11828,39.95945946
2015,9,September,Friday,21H - 22H,170,0.7943925234,16247,95.57058824
2015,9,September,Friday,22H - 23H,138,0.6448598131,1315,9.528985507
2015,9,September,Friday,23H - 24H,104,0.4859813084,4477,43.04807692
2015,9,September,Saturday,00H - 01H,94,0.4392523364,980,10.42553191
2015,9,September,Saturday,01H - 02H,81,0.3785046729,749,9.24691358
2015,9,September,Saturday,02H - 03H,50,0.2336448598,510,10.2
2015,9,September,Saturday,03H - 04H,47,0.2196261682,496,10.55319149
2015,9,September,Saturday,04H - 05H,44,0.2056074766,397,9.022727273
2015,9,September,Saturday,05H - 06H,19,0.08878504673,140,7.368421053
2015,9,September,Saturday,06H - 07H,14,0.06542056075,148,10.57142857
2015,9,September,Saturday,07H - 08H,39,0.1822429907,318,8.153846154
2015,9,September,Saturday,08H - 09H,100,0.4672897196,1727,17.27
2015,9,September,Saturday,09H - 10H,128,0.5981308411,1679,13.1171875
2015,9,September,Saturday,10H - 11H,158,0.738317757,5041,31.90506329
2015,9,September,Saturday,11H - 12H,169,0.7897196262,2730,16.15384615
2015,9,September,Saturday,12H - 13H,247,1.154205607,10976,44.43724696
2015,9,September,Saturday,13H - 14H,265,1.238317757,3930,14.83018868
2015,9,September,Saturday,14H - 15H,289,1.35046729,13301,46.02422145
2015,9,September,Saturday,15H - 16H,286,1.336448598,28708,100.3776224
2015,9,September,Saturday,16H - 17H,294,1.373831776,3875,13.18027211
2015,9,September,Saturday,17H - 18H,255,1.191588785,4375,17.15686275
2015,9,September,Saturday,18H - 19H,202,0.9439252336,2601,12.87623762
2015,9,September,Saturday,19H - 20H,162,0.7570093458,1949,12.0308642
2015,9,September,Saturday,20H - 21H,137,0.6401869159,1613,11.77372263
2015,9,September,Saturday,21H - 22H,120,0.5607476636,1591,13.25833333
2015,9,September,Saturday,22H - 23H,62,0.2897196262,697,11.24193548
2015,9,September,Saturday,23H - 24H,49,0.2289719626,549,11.20408163
2015,9,September,Sunday,00H - 01H,29,0.1355140187,336,11.5862069
2015,9,September,Sunday,01H - 02H,21,0.09813084112,196,9.333333333
2015,9,September,Sunday,02H - 03H,21,0.09813084112,186,8.857142857
2015,9,September,Sunday,03H - 04H,11,0.05140186916,95,8.636363636
2015,9,September,Sunday,04H - 05H,10,0.04672897196,97,9.7
2015,9,September,Sunday,05H - 06H,5,0.02336448598,41,8.2
2015,9,September,Sunday,06H - 07H,13,0.06074766355,142,10.92307692
2015,9,September,Sunday,07H - 08H,25,0.1168224299,236,9.44
2015,9,September,Sunday,08H - 09H,89,0.4158878505,1888,21.21348315
2015,9,September,Sunday,09H - 10H,92,0.4299065421,2400,26.08695652
2015,9,September,Sunday,10H - 11H,152,0.7102803738,5970,39.27631579
2015,9,September,Sunday,11H - 12H,135,0.6308411215,2210,16.37037037
2015,9,September,Sunday,12H - 13H,196,0.9158878505,6837,34.88265306
2015,9,September,Sunday,13H - 14H,202,0.9439252336,2515,12.45049505
2015,9,September,Sunday,14H - 15H,212,0.9906542056,2854,13.46226415
2015,9,September,Sunday,15H - 16H,204,0.953271028,19787,96.99509804
2015,9,September,Sunday,16H - 17H,167,0.7803738318,1937,11.5988024
2015,9,September,Sunday,17H - 18H,162,0.7570093458,2098,12.95061728
2015,9,September,Sunday,18H - 19H,155,0.7242990654,1737,11.20645161
2015,9,September,Sunday,19H - 20H,127,0.5934579439,1459,11.48818898
2015,9,September,Sunday,20H - 21H,114,0.5327102804,1120,9.824561404
2015,9,September,Sunday,21H - 22H,74,0.3457943925,745,10.06756757
2015,9,September,Sunday,22H - 23H,72,0.3364485981,750,10.41666667
2015,9,September,Sunday,23H - 24H,24,0.1121495327,240,10
2015,9,September,Monday,00H - 01H,24,0.1121495327,386,16.08333333
2015,9,September,Monday,01H - 02H,11,0.05140186916,103,9.363636364
2015,9,September,Monday,02H - 03H,5,0.02336448598,64,12.8
2015,9,September,Monday,03H - 04H,4,0.01869158879,57,14.25
2015,9,September,Monday,04H - 05H,2,0.009345794393,25,12.5
2015,9,September,Monday,05H - 06H,4,0.01869158879,19,4.75
2015,9,September,Monday,06H - 07H,139,0.6495327103,3098,22.28776978
2015,9,September,Monday,07H - 08H,407,1.901869159,5277,12.96560197
2015,9,September,Monday,08H - 09H,578,2.700934579,5405,9.351211073
2015,9,September,Monday,09H - 10H,367,1.714953271,4128,11.2479564
2015,9,September,Monday,10H - 11H,231,1.079439252,3991,17.27705628
2015,9,September,Monday,11H - 12H,355,1.658878505,5417,15.25915493
2015,9,September,Monday,12H - 13H,384,1.794392523,4602,11.984375
2015,9,September,Monday,13H - 14H,339,1.58411215,52089,153.6548673
2015,9,September,Monday,14H - 15H,327,1.528037383,3502,10.70948012
2015,9,September,Monday,15H - 16H,303,1.41588785,14757,48.7029703
2015,9,September,Monday,16H - 17H,501,2.341121495,5913,11.80239521
2015,9,September,Monday,17H - 18H,934,4.364485981,11069,11.85117773
2015,9,September,Monday,18H - 19H,732,3.420560748,8413,11.4931694
2015,9,September,Monday,19H - 20H,443,2.070093458,10828,24.44243792
2015,9,September,Monday,20H - 21H,307,1.434579439,25437,82.85667752
2015,9,September,Monday,21H - 22H,166,0.7757009346,8861,53.37951807
2015,9,September,Monday,22H - 23H,88,0.4112149533,761,8.647727273
2015,9,September,Monday,23H - 24H,26,0.1214953271,194,7.461538462
2015,9,September,Tuesday,00H - 01H,19,0.08878504673,199,10.47368421
2015,9,September,Tuesday,01H - 02H,18,0.08411214953,206,11.44444444
2015,9,September,Tuesday,02H - 03H,5,0.02336448598,34,6.8
2015,9,September,Tuesday,03H - 04H,5,0.02336448598,56,11.2
2015,9,September,Tuesday,04H - 05H,3,0.01401869159,46,15.33333333
2015,9,September,Tuesday,05H - 06H,9,0.04205607477,95,10.55555556
2015,9,September,Tuesday,06H - 07H,230,1.074766355,6641,28.87391304
2015,9,September,Tuesday,07H - 08H,495,2.313084112,5670,11.45454545
2015,9,September,Tuesday,08H - 09H,692,3.23364486,7107,10.27023121
2015,9,September,Tuesday,09H - 10H,496,2.317757009,10828,21.83064516
2015,9,September,Tuesday,10H - 11H,266,1.242990654,4254,15.9924812
2015,9,September,Tuesday,11H - 12H,361,1.686915888,4067,11.26592798
2015,9,September,Tuesday,12H - 13H,493,2.303738318,15332,31.09939148
2015,9,September,Tuesday,13H - 14H,373,1.742990654,3894,10.43967828
2015,9,September,Tuesday,14H - 15H,389,1.817757009,4913,12.62982005
2015,9,September,Tuesday,15H - 16H,314,1.46728972,4289,13.65923567
2015,9,September,Tuesday,16H - 17H,548,2.560747664,7697,14.04562044
2015,9,September,Tuesday,17H - 18H,857,4.004672897,9602,11.2042007
2015,9,September,Tuesday,18H - 19H,808,3.775700935,12257,15.16955446
2015,9,September,Tuesday,19H - 20H,522,2.439252336,12729,24.38505747
2015,9,September,Tuesday,20H - 21H,391,1.827102804,8327,21.29667519
2015,9,September,Tuesday,21H - 22H,211,0.9859813084,7399,35.06635071
2015,9,September,Tuesday,22H - 23H,116,0.5420560748,1151,9.922413793
2015,9,September,Tuesday,23H - 24H,38,0.1775700935,358,9.421052632
2015,10,October,Wednesday,00H - 01H,9,0.04205607477,59,6.555555556
2015,10,October,Wednesday,01H - 02H,10,0.04672897196,102,10.2
2015,10,October,Wednesday,02H - 03H,2,0.009345794393,13,6.5
2015,10,October,Wednesday,03H - 04H,2,0.009345794393,10,5
2015,10,October,Wednesday,06H - 07H,134,0.6261682243,2432,18.14925373
2015,10,October,Wednesday,07H - 08H,275,1.285046729,4298,15.62909091
2015,10,October,Wednesday,08H - 09H,400,1.869158879,4651,11.6275
2015,10,October,Wednesday,09H - 10H,290,1.355140187,6445,22.22413793
2015,10,October,Wednesday,10H - 11H,133,0.6214953271,1448,10.88721805
2015,10,October,Wednesday,11H - 12H,204,0.953271028,134144,657.5686275
2015,10,October,Wednesday,12H - 13H,258,1.205607477,116985,453.4302326
2015,10,October,Wednesday,13H - 14H,204,0.953271028,2833,13.8872549
2015,10,October,Wednesday,14H - 15H,268,1.252336449,5941,22.16791045
2015,10,October,Wednesday,15H - 16H,194,0.9065420561,243387,1254.572165
2015,10,October,Wednesday,16H - 17H,309,1.443925234,5067,16.39805825
2015,10,October,Wednesday,17H - 18H,461,2.154205607,5562,12.06507592
2015,10,October,Wednesday,18H - 19H,404,1.887850467,125371,310.3242574
2015,10,October,Wednesday,19H - 20H,233,1.088785047,122887,527.4120172
2015,10,October,Wednesday,20H - 21H,137,0.6401869159,133936,977.6350365
2015,10,October,Wednesday,21H - 22H,83,0.3878504673,243272,2930.987952
2015,10,October,Wednesday,22H - 23H,44,0.2056074766,353,8.022727273
2015,10,October,Wednesday,23H - 24H,30,0.1401869159,202,6.733333333
2015,10,October,Thursday,00H - 01H,17,0.07943925234,101,5.941176471
2015,10,October,Thursday,01H - 02H,9,0.04205607477,72,8
2015,10,October,Thursday,02H - 03H,1,0.004672897196,4,4
2015,10,October,Thursday,03H - 04H,2,0.009345794393,16,8
2015,10,October,Thursday,05H - 06H,4,0.01869158879,39,9.75
2015,10,October,Thursday,06H - 07H,165,0.7710280374,237625,1440.151515
2015,10,October,Thursday,07H - 08H,417,1.948598131,119600,286.8105516
2015,10,October,Thursday,08H - 09H,492,2.299065421,5052,10.26829268
2015,10,October,Thursday,09H - 10H,391,1.827102804,6774,17.32480818
2015,10,October,Thursday,10H - 11H,272,1.271028037,313427,1152.305147
2015,10,October,Thursday,11H - 12H,264,1.23364486,2490,9.431818182
2015,10,October,Thursday,12H - 13H,383,1.789719626,125504,327.6866841
2015,10,October,Thursday,13H - 14H,309,1.443925234,113840,368.4142395
2015,10,October,Thursday,14H - 15H,314,1.46728972,7640,24.33121019
2015,10,October,Thursday,15H - 16H,280,1.308411215,769594,2748.55
2015,10,October,Thursday,16H - 17H,409,1.911214953,6359,15.54767726
2015,10,October,Thursday,17H - 18H,594,2.775700935,8071,13.58754209
2015,10,October,Thursday,18H - 19H,513,2.397196262,5747,11.20272904
2015,10,October,Thursday,19H - 20H,303,1.41588785,6248,20.62046205
2015,10,October,Thursday,20H - 21H,176,0.8224299065,1649,9.369318182
2015,10,October,Thursday,21H - 22H,102,0.476635514,750,7.352941176
2015,10,October,Thursday,22H - 23H,86,0.4018691589,797,9.26744186
2015,10,October,Thursday,23H - 24H,39,0.1822429907,317,8.128205128
2015,10,October,Friday,00H - 01H,28,0.1308411215,206,7.357142857
2015,10,October,Friday,01H - 02H,13,0.06074766355,128,9.846153846
2015,10,October,Friday,02H - 03H,9,0.04205607477,63,7
2015,10,October,Friday,03H - 04H,3,0.01401869159,21,7
2015,10,October,Friday,05H - 06H,2,0.009345794393,40,20
2015,10,October,Friday,06H - 07H,182,0.8504672897,3872,21.27472527
2015,10,October,Friday,07H - 08H,361,1.686915888,5245,14.52908587
2015,10,October,Friday,08H - 09H,465,2.172897196,5202,11.18709677
2015,10,October,Friday,09H - 10H,328,1.53271028,4183,12.75304878
2015,10,October,Friday,10H - 11H,211,0.9859813084,3407,16.14691943
2015,10,October,Friday,11H - 12H,251,1.172897196,13326,53.09163347
2015,10,October,Friday,12H - 13H,390,1.822429907,683109,1751.561538
2015,10,October,Friday,13H - 14H,260,1.214953271,2014801,7749.234615
2015,10,October,Friday,14H - 15H,305,1.425233645,3635,11.91803279
2015,10,October,Friday,15H - 16H,428,2,7847,18.33411215
2015,10,October,Friday,16H - 17H,392,1.831775701,5136,13.10204082
2015,10,October,Friday,17H - 18H,448,2.093457944,6086,13.58482143
2015,10,October,Friday,18H - 19H,323,1.509345794,3240,10.03095975
2015,10,October,Friday,19H - 20H,222,1.037383178,2096,9.441441441
2015,10,October,Friday,20H - 21H,160,0.7476635514,1214994,7593.7125
2015,10,October,Friday,21H - 22H,132,0.6168224299,1209624,9163.818182
2015,10,October,Friday,22H - 23H,57,0.2663551402,552,9.684210526
2015,10,October,Friday,23H - 24H,45,0.2102803738,440,9.777777778
2015,10,October,Saturday,00H - 01H,50,0.2336448598,470,9.4
2015,10,October,Saturday,01H - 02H,41,0.191588785,388,9.463414634
2015,10,October,Saturday,02H - 03H,35,0.1635514019,385,11
2015,10,October,Saturday,03H - 04H,29,0.1355140187,336,11.5862069
2015,10,October,Saturday,04H - 05H,25,0.1168224299,196,7.84
2015,10,October,Saturday,05H - 06H,11,0.05140186916,88,8
2015,10,October,Saturday,06H - 07H,8,0.03738317757,167,20.875
2015,10,October,Saturday,07H - 08H,11,0.05140186916,315,28.63636364
2015,10,October,Saturday,08H - 09H,125,0.5841121495,4587,36.696
2015,10,October,Saturday,09H - 10H,100,0.4672897196,1849,18.49
2015,10,October,Saturday,10H - 11H,95,0.4439252336,1341,14.11578947
2015,10,October,Saturday,11H - 12H,94,0.4392523364,1237,13.15957447
2015,10,October,Saturday,12H - 13H,164,0.7663551402,2725,16.61585366
2015,10,October,Saturday,13H - 14H,157,0.7336448598,3534,22.50955414
2015,10,October,Saturday,14H - 15H,182,0.8504672897,6606,36.2967033
2015,10,October,Saturday,15H - 16H,206,0.9626168224,1519957,7378.432039
2015,10,October,Saturday,16H - 17H,183,0.8551401869,3450,18.85245902
2015,10,October,Saturday,17H - 18H,181,0.8457943925,2512,13.87845304
2015,10,October,Saturday,18H - 19H,194,0.9065420561,2261,11.65463918
2015,10,October,Saturday,19H - 20H,143,0.6682242991,1389,9.713286713
2015,10,October,Saturday,20H - 21H,117,0.546728972,1259,10.76068376
2015,10,October,Saturday,21H - 22H,93,0.4345794393,888,9.548387097
2015,10,October,Saturday,22H - 23H,56,0.261682243,631,11.26785714
2015,10,October,Saturday,23H - 24H,46,0.214953271,580,12.60869565
2015,10,October,Sunday,00H - 01H,37,0.1728971963,484,13.08108108
2015,10,October,Sunday,01H - 02H,29,0.1355140187,262,9.034482759
2015,10,October,Sunday,02H - 03H,18,0.08411214953,113,6.277777778
2015,10,October,Sunday,03H - 04H,25,0.1168224299,280,11.2
2015,10,October,Sunday,04H - 05H,16,0.07476635514,166,10.375
2015,10,October,Sunday,05H - 06H,12,0.05607476636,67,5.583333333
2015,10,October,Sunday,06H - 07H,8,0.03738317757,45,5.625
2015,10,October,Sunday,07H - 08H,7,0.03271028037,69,9.857142857
2015,10,October,Sunday,08H - 09H,121,0.5654205607,3705,30.61983471
2015,10,October,Sunday,09H - 10H,63,0.2943925234,1744,27.68253968
2015,10,October,Sunday,10H - 11H,68,0.3177570093,948,13.94117647
2015,10,October,Sunday,11H - 12H,98,0.4579439252,2463,25.13265306
2015,10,October,Sunday,12H - 13H,145,0.6775700935,3247,22.39310345
2015,10,October,Sunday,13H - 14H,163,0.761682243,2342,14.36809816
2015,10,October,Sunday,14H - 15H,153,0.714953271,2564,16.75816993
2015,10,October,Sunday,15H - 16H,175,0.8177570093,9745,55.68571429
2015,10,October,Sunday,16H - 17H,133,0.6214953271,1717,12.90977444
2015,10,October,Sunday,17H - 18H,147,0.6869158879,2315,15.74829932
2015,10,October,Sunday,18H - 19H,129,0.6028037383,1496,11.59689922
2015,10,October,Sunday,19H - 20H,76,0.3551401869,756,9.947368421
2015,10,October,Sunday,20H - 21H,83,0.3878504673,1018,12.26506024
2015,10,October,Sunday,21H - 22H,40,0.1869158879,663,16.575
2015,10,October,Sunday,22H - 23H,26,0.1214953271,270,10.38461538
2015,10,October,Sunday,23H - 24H,16,0.07476635514,112,7
2015,10,October,Monday,00H - 01H,11,0.05140186916,80,7.272727273
2015,10,October,Monday,01H - 02H,1,0.004672897196,4,4
2015,10,October,Monday,02H - 03H,5,0.02336448598,48,9.6
2015,10,October,Monday,03H - 04H,5,0.02336448598,46,9.2
2015,10,October,Monday,04H - 05H,1,0.004672897196,21,21
2015,10,October,Monday,05H - 06H,8,0.03738317757,105,13.125
2015,10,October,Monday,06H - 07H,129,0.6028037383,2201,17.0620155
2015,10,October,Monday,07H - 08H,353,1.64953271,6049,17.13597734
2015,10,October,Monday,08H - 09H,480,2.242990654,6102,12.7125
2015,10,October,Monday,09H - 10H,287,1.341121495,5658,19.71428571
2015,10,October,Monday,10H - 11H,183,0.8551401869,125662,686.6775956
2015,10,October,Monday,11H - 12H,218,1.018691589,2711,12.43577982
2015,10,October,Monday,12H - 13H,302,1.411214953,2774,9.185430464
2015,10,October,Monday,13H - 14H,267,1.247663551,6543,24.50561798
2015,10,October,Monday,14H - 15H,249,1.163551402,2811,11.28915663
2015,10,October,Monday,15H - 16H,332,1.551401869,121858,367.0421687
2015,10,October,Monday,16H - 17H,375,1.752336449,5500,14.66666667
2015,10,October,Monday,17H - 18H,560,2.61682243,6633,11.84464286
2015,10,October,Monday,18H - 19H,452,2.112149533,4248,9.398230088
2015,10,October,Monday,19H - 20H,256,1.196261682,7203,28.13671875
2015,10,October,Monday,20H - 21H,193,0.9018691589,270658,1402.373057
2015,10,October,Monday,21H - 22H,128,0.5981308411,2465,19.2578125
2015,10,October,Monday,22H - 23H,49,0.2289719626,470,9.591836735
2015,10,October,Monday,23H - 24H,24,0.1121495327,231,9.625
2015,10,October,Tuesday,00H - 01H,8,0.03738317757,72,9
2015,10,October,Tuesday,01H - 02H,4,0.01869158879,30,7.5
2015,10,October,Tuesday,02H - 03H,2,0.009345794393,12,6
2015,10,October,Tuesday,03H - 04H,1,0.004672897196,3,3
2015,10,October,Tuesday,04H - 05H,1,0.004672897196,4,4
2015,10,October,Tuesday,05H - 06H,2,0.009345794393,12,6
2015,10,October,Tuesday,06H - 07H,134,0.6261682243,3057,22.81343284
2015,10,October,Tuesday,07H - 08H,342,1.598130841,4096,11.97660819
2015,10,October,Tuesday,08H - 09H,448,2.093457944,4832,10.78571429
2015,10,October,Tuesday,09H - 10H,282,1.317757009,6157,21.83333333
2015,10,October,Tuesday,10H - 11H,176,0.8224299065,2348,13.34090909
2015,10,October,Tuesday,11H - 12H,219,1.023364486,2806,12.81278539
2015,10,October,Tuesday,12H - 13H,340,1.588785047,6456,18.98823529
2015,10,October,Tuesday,13H - 14H,205,0.9579439252,4291,20.93170732
2015,10,October,Tuesday,14H - 15H,240,1.121495327,3453,14.3875
2015,10,October,Tuesday,15H - 16H,213,0.9953271028,2661,12.49295775
2015,10,October,Tuesday,16H - 17H,363,1.696261682,5237,14.42699725
2015,10,October,Tuesday,17H - 18H,538,2.514018692,5344,9.933085502
2015,10,October,Tuesday,18H - 19H,450,2.102803738,6203,13.78444444
2015,10,October,Tuesday,19H - 20H,231,1.079439252,4933,21.35497835
2015,10,October,Tuesday,20H - 21H,170,0.7943925234,7654,45.02352941
2015,10,October,Tuesday,21H - 22H,97,0.453271028,1393,14.36082474
2015,10,October,Tuesday,22H - 23H,57,0.2663551402,453,7.947368421
2015,10,October,Tuesday,23H - 24H,20,0.09345794393,128,6.4
2015,11,November,Sunday,00H - 01H,4,0.01869158879,35,8.75
2015,11,November,Sunday,01H - 02H,5,0.02336448598,42,8.4
2015,11,November,Sunday,02H - 03H,4,0.01869158879,56,14
2015,11,November,Sunday,03H - 04H,7,0.03271028037,116,16.57142857
2015,11,November,Sunday,04H - 05H,1,0.004672897196,10,10
2015,11,November,Sunday,05H - 06H,2,0.009345794393,11,5.5
2015,11,November,Sunday,06H - 07H,2,0.009345794393,12,6
2015,11,November,Sunday,07H - 08H,1,0.004672897196,26,26
2015,11,November,Sunday,08H - 09H,17,0.07943925234,223,13.11764706
2015,11,November,Sunday,09H - 10H,27,0.1261682243,397,14.7037037
2015,11,November,Sunday,10H - 11H,18,0.08411214953,224,12.44444444
2015,11,November,Sunday,11H - 12H,7,0.03271028037,57,8.142857143
2015,11,November,Sunday,12H - 13H,16,0.07476635514,163,10.1875
2015,11,November,Sunday,13H - 14H,14,0.06542056075,133,9.5
2015,11,November,Sunday,14H - 15H,17,0.07943925234,204,12
2015,11,November,Sunday,15H - 16H,20,0.09345794393,228,11.4
2015,11,November,Sunday,16H - 17H,29,0.1355140187,364,12.55172414
2015,11,November,Sunday,17H - 18H,10,0.04672897196,111,11.1
2015,11,November,Sunday,18H - 19H,21,0.09813084112,204,9.714285714
2015,11,November,Sunday,19H - 20H,15,0.07009345794,170,11.33333333
2015,11,November,Sunday,20H - 21H,18,0.08411214953,209,11.61111111
2015,11,November,Sunday,21H - 22H,6,0.02803738318,105,17.5
2015,11,November,Sunday,22H - 23H,12,0.05607476636,115,9.583333333
2015,11,November,Sunday,23H - 24H,6,0.02803738318,97,16.16666667
,,Total,,,334158,1561.485981,19653084,58.81374679